title,text,date,place,placeURL,placeLocation,placeType,reviewScore,avgScore
One of the best in Sarajevo,Went there two times during my visit. Each time was no regret at all. The food was just delicious. Nice ambient as well,April 2018,Nanina Kuhinja,https://www.tripadvisor.com/Restaurant_Review-g294450-d2636581-Reviews-Nanina_Kuhinja-Sarajevo_Sarajevo_Canton_Federation_of_Bosnia_and_Herzegovina.html,"Sarajevo, Bosnia and Herzegovina",restaurants,5.0,4.5
Overrated,"The view from the windows were like the high point of the museum. We really expected more informations which were just not there. It is air conditioned, which is a big plus",August 2017,Acropolis Museum,https://www.tripadvisor.com/Attraction_Review-g189400-d735521-Reviews-Acropolis_Museum-Athens_Attica.html,"Athens, Greece",attractions,3.0,4.5
Splendid Künefe. Average Service,"The künefe here is just good. The right fresh taste and the right amount of syrup, which is essential for the texture. The Tea as well is good here - in comparison to other Tea places we visited in Sarajevo -. The service could use some improvements.",April 2018,Mr Künefe 2,https://www.tripadvisor.com/Restaurant_Review-g294450-d12356563-Reviews-Mr_Kunefe_2-Sarajevo_Sarajevo_Canton_Federation_of_Bosnia_and_Herzegovina.html,"Sarajevo, Bosnia and Herzegovina",restaurants,4.0,4.0
Hipster and friendly,The inside decor is beautiful and the have OK sorts of Beers. Would not say it is a must in Sarajevo.,April 2018,Caffe Tito,https://www.tripadvisor.com/Restaurant_Review-g294450-d850597-Reviews-Caffe_Tito-Sarajevo_Sarajevo_Canton_Federation_of_Bosnia_and_Herzegovina.html,"Sarajevo, Bosnia and Herzegovina",restaurants,4.0,4.0
Essential,Probably the most photographed place in Sarajevo. Always a lot of people and nice atmosphere. The coppermakers shops are just there.,April 2018,Bascarsija,https://www.tripadvisor.com/Attraction_Review-g294450-d1931754-Reviews-Bascarsija-Sarajevo_Sarajevo_Canton_Federation_of_Bosnia_and_Herzegovina.html,"Sarajevo, Bosnia and Herzegovina",attractions,5.0,4.5
"Delicious food, nice atmosphere","Very much liked the Kebabs ! As my girlfriend loves eggplants, We ordered Moussaka and Kawaj as well. so yummy !",April 2018,Savaro,https://www.tripadvisor.com/Restaurant_Review-g9756866-d13923720-Reviews-Savaro-Honley_Holmfirth_West_Yorkshire_England.html,"Honley, United Kingdom",restaurants,5.0,4.5
The place for pies,Amazing for breakfast ! Delicious various pies to very acceptable prices ! Loved the Spinach and Anchovi and the siciliana pizza,April 2018,Caffe Cordina,https://www.tripadvisor.com/Restaurant_Review-g190328-d743935-Reviews-Caffe_Cordina-Valletta_Island_of_Malta.html,"Island of Malta, Malta",restaurants,5.0,4.0
Friendly and good Shisha,"A very nice view to the sea ! Friendly staff, the shisha guy also. From 3 to 6 is their happy hour and one gets a free drink to the drink one orders",April 2018,Surfside Bar & Grill,https://www.tripadvisor.com/Restaurant_Review-g190327-d1791130-Reviews-Surfside_Bar_Grill-Sliema_Island_of_Malta.html,"Island of Malta, Malta",restaurants,4.0,4.0
The best figs,This place had the best Gelato we had in our whole Rome - Florence journey ! The Fig taste was heavenly,August 2017,Gelateria della Passera,https://www.tripadvisor.com/Restaurant_Review-g187895-d1861207-Reviews-Gelateria_della_Passera-Florence_Tuscany.html,"Florence, Italy",restaurants,5.0,4.5
Best Tiramisu,We tried the peanut and the classic Tiramisu. Both were very tasty ! Espresso is fine here as well. Highly recommend,August 2017,Two Sizes -Tiramisù in Rome-,https://www.tripadvisor.com/Restaurant_Review-g187791-d11917500-Reviews-Two_Sizes_Tiramisu_in_Rome-Rome_Lazio.html,"Rome, Italy",restaurants,5.0,5.0
Highly overrated,"I would say it's a must during a rome visit, but a Blick from outside is really enough to get the idea of it",August 2017,Colosseum,https://www.tripadvisor.com/Attraction_Review-g187791-d192285-Reviews-Colosseum-Rome_Lazio.html,"Rome, Italy",attractions,3.0,4.5
"Unfriendly staff, salty food",The staff were very rude between each other and cared for a very unpleasant atmosphere! Food was average but both dishes we ordered were too salty !,August 2017,Ristorante Pizzeria Forno a Legna 12 Apostoli,https://www.tripadvisor.com/Restaurant_Review-g187791-d1793081-Reviews-Ristorante_Pizzeria_Forno_a_Legna_12_Apostoli-Rome_Lazio.html,"Rome, Italy",restaurants,2.0,3.0
Good,"We liked the food there, though fish could have been better ! Zucchini flower Dolma was a good choice as well as the tripe ala romana .",August 2017,Giggetto al portico d'Ottavia,https://www.tripadvisor.com/Restaurant_Review-g187791-d696565-Reviews-Giggetto_al_portico_d_Ottavia-Rome_Lazio.html,"Rome, Italy",restaurants,4.0,3.0
Friendly staff,"We stayed for two days in this Hotel. The staff was very friendly and helpful. Rooms small with functioning Air conditioning.
The area is good as well, although FULL of tourists ! The pool upstairs is not that deep or big and would fit only for relaxing not swimming",July 2017,Khaosan Palace Hotel,https://www.tripadvisor.com/Hotel_Review-g293916-d2194606-Reviews-Khaosan_Palace_Hotel-Bangkok.html,"Bangkok, Thailand",hotels,5.0,3.0
