title,text,date,place,placeURL,placeLocation,placeType,reviewScore,avgScore
Excellent vegetarian / vegan,"Excellent vegetarian / vegan food. Menu is always updated with new and exciting dishes. Great service, with very friendly staff.",February 2020,La Réplique,https://www.tripadvisor.com/Restaurant_Review-g188057-d9873529-Reviews-La_Replique-Geneva.html,"Geneva, Switzerland",restaurants,5.0,4.5
"My wife and I came from Genève,","My wife and I came from Genève, Switzerland for a visit to the city, we enjoyed this restaurant most.
My expectations were met and over exceeded. I am a chef and was amazed at how fresh and flavorful the food was. I could not easily replicate this cooking. These guys really know how to cook!
We ate from the vegan menu and had the vegan chicken subji korma, garlic naan and samosas. It was all perfection.

Super

Thanks again Krishna for the experience

Ian and Lisa",January 2020,Krishna,https://www.tripadvisor.com/Restaurant_Review-g187323-d6498842-Reviews-Krishna-Berlin.html,"Berlin, Germany",restaurants,5.0,4.0
Great options,"The best fresh bread in the neighborhood. Vegan bread options, fresh orange juice, great friendly service and good coffee. Recommend.",December 2019,Très Alp Ain,https://www.tripadvisor.com/Restaurant_Review-g188057-d11842702-Reviews-Tres_Alp_Ain-Geneva.html,"Geneva, Switzerland",restaurants,4.0,4.5
Vegan cakes and food!,"We stopped in for some soup, sandwiches and cake. It was all vegan and delicious. The café is about a five minute walk from the train station almost in the middle of Mürren. I recommend the vegan banana bread.

Thanks Liv.",December 2019,Café LIV,https://www.tripadvisor.com/Restaurant_Review-g188084-d13827709-Reviews-Cafe_LIV-Murren_Jungfrau_Region_Bernese_Oberland_Canton_of_Bern.html,"Murren, Switzerland",restaurants,4.0,5.0
Vegan bagel burger!,Great spot with very friendly service. The menu has good options and the food is super. The French fries alone are worth a visit.,December 2019,McArthurs Pub Thun,https://www.tripadvisor.com/Restaurant_Review-g188053-d8374278-Reviews-McArthurs_Pub_Thun-Thun_Canton_of_Bern.html,"Thun, Switzerland",restaurants,5.0,4.0
Hard bed / transparent bathroom walls,"Terrible night sleep on a hard bed, t.v wouldn’t turn off and the bathroom light wakes everyone up (transparent bathroom walls)I’m not happy with the lack of comfort at this hotel. The staff and location are just fine though. I recommend a more expensive hotel with thicker walls and doors.",December 2019,Hotel Freienhof,https://www.tripadvisor.com/Hotel_Review-g188053-d206110-Reviews-Hotel_Freienhof-Thun_Canton_of_Bern.html,"Thun, Switzerland",hotels,1.0,4.0
Meow!,Great food with fast and friendly service. I would definitely eat here again. I recommend the rye bread sandwich. Meow!,October 2019,Romeow Cat Bistrot,https://www.tripadvisor.com/Restaurant_Review-g187791-d7323131-Reviews-Romeow_Cat_Bistrot-Rome_Lazio.html,"Rome, Italy",restaurants,5.0,4.0
“Served with some love”,"My wife and I just found this little restaurant (hidden gem) around the corner from our apartment. The owner / chef cooked for us two meals from her vegetarian menu and they were delicious.
We will definitely be back to try the buffet.
Great price$ for such great meals.",September 2019,Red Sea Restaurant,https://www.tripadvisor.com/Restaurant_Review-g188057-d13717504-Reviews-Red_Sea_Restaurant-Geneva.html,"Geneva, Switzerland",restaurants,5.0,4.0
“1 year later”,My wife and I have been eating here twice a month for over a year and we have never had a bad experience. We eat from the vegetarian menu and recommend the spicy messer.,September 2019,Restaurant Gazelle d'Or Village Africain,https://www.tripadvisor.com/Restaurant_Review-g188057-d785319-Reviews-Restaurant_Gazelle_d_Or_Village_Africain-Geneva.html,"Geneva, Switzerland",restaurants,5.0,4.0
“Olive Oil With Aged Briam”,"Positive:
The amazing view, fried potatoes, water and view.

Negative:
We asked about the vine leaves “The Vine leaves are canned” this is a warning sign at a Greek restaurant.
The white wine they served tasted a bit like a week old pre opened bottle.
The briam I was served was extremely sad, soggy, waterlogged, depressed, laughable, and really was the joke of our vacation.

Conclusion:
I would eat the terrible briam again for the view and laughs. The view!",September 2019,Taverna Agrapidos,https://www.tripadvisor.com/Restaurant_Review-g1150017-d2185855-Reviews-Taverna_Agrapidos-Poros_Kefalonia_Ionian_Islands.html,"Kefalonia, Greece",restaurants,1.0,4.5
Real fresh food,"Our first restaurant in Kalamatta and we are very happy we choose Katelanos. Our food was made with fresh ingredients and served in a professional manner. I rate this restaurant high because of the amount of care, quality and cleanliness. This is a model restaurant.
I would proudly recommend this restaurant to anyone of my friends or family.

Chef Ian.

Ps. The cold beer mug was extra frosty ;)",August 2019,Katelanos,https://www.tripadvisor.com/Restaurant_Review-g668020-d2481936-Reviews-Katelanos-Kalamata_Messenia_Region_Peloponnese.html,"Kalamata, Greece",restaurants,5.0,4.5
Excellent prices!,Our first visit here and we are impressed. The service was professional and the food was perfection. We will definitely be coming back. Merci!,June 2019,Al Dar,https://www.tripadvisor.com/Restaurant_Review-g188057-d6750603-Reviews-Al_Dar-Geneva.html,"Geneva, Switzerland",restaurants,5.0,4.0
“Great Udon!”,"I had my first visit to this lovely little restaurant last night, and I have absolutely no complaints. Great staff, great service, excellent choices, not overpriced, and left on a full stomach. Recommend!",June 2019,Ukiyo Noodlebar & Restaurant,https://www.tripadvisor.com/Restaurant_Review-g188057-d13967611-Reviews-Ukiyo_Noodlebar_Restaurant-Geneva.html,"Geneva, Switzerland",restaurants,4.0,4.5
“First Time”,"A friend in the area recommended this restaurant and I was not disappointed. Fast, professional, good quality and taste. The prices where very reasonable. No complaints here. Recommend!",June 2019,Chez Fouad,https://www.tripadvisor.com/Restaurant_Review-g188057-d7975553-Reviews-Chez_Fouad-Geneva.html,"Geneva, Switzerland",restaurants,4.0,4.5
“Vegan Burger”,"This is a great family restaurant with a shake bar. I am a vegan and I usually just get the vegan burger, but you can ask to have the falafel burger made vegan. Recommend!",May 2019,Black Tap,https://www.tripadvisor.com/Restaurant_Review-g188057-d13220519-Reviews-Black_Tap-Geneva.html,"Geneva, Switzerland",restaurants,4.0,4.0
“Soooooo Delicious!”,My fiancée and I eat here once a week or so. We have fallen in love with the ramen here. The chef prepares our ramen fast and with care. The staff are always prompt and friendly. We have no complaints for this restaurant. I would only suggest that they add tofu to the menu.,June 2019,Nagomi-San,https://www.tripadvisor.com/Restaurant_Review-g188057-d15079466-Reviews-Nagomi_San-Geneva.html,"Geneva, Switzerland",restaurants,5.0,4.0
“Great Vibes”,"One of the best spots for coffee in old town. Reasonable prices with friendly staff, make this one of my favorite spots for coffee.",May 2019,22 Grand'rue,https://www.tripadvisor.com/Restaurant_Review-g188057-d8663920-Reviews-22_Grand_rue-Geneva.html,"Geneva, Switzerland",restaurants,5.0,4.5
